,para,dates,para_lemma,len,year,avg_year,num_years,year_25group,year_50group
1143,"In 1962, Nikita Khrushchev brought the world close to nuclear war. It is not necessary to ignore American provocations against Cuba or nuclear blackmail of the Soviet Union to charge that Khrushchev gambled impulsively, putting at risk the lives of hundreds of millions of people. He acted deceitfully, putting the missiles in Cuba while sending Kennedy assurances that he would do nothing of the sort. There can be no doubt that he hoped to score a diplomatic and military coup against the United States.",['1962'],1962 nikita khrushchev bring world close nuclear war necessary ignore provocation cuba nuclear blackmail soviet union charge khrushchev gamble impulsively put risk life hundred million people act deceitfully put missile cuba send kennedy assurance sort doubt hop score diplomatic military coup united state,43,[1962],1962,1,1975,2000
1144,"John F. Kennedy’s response to the missiles discovered in October 1962 brought the world a step closer to disaster, perhaps unnecessarily. McNamara was probably right – that strategic parity between the United States and the Soviet Union was inevitable and that the gap was merely being closed sooner rather than later; that Soviet missiles in Cuba were strategically tolerable. By treating the discovery of the missiles as an event of no great import, by accepting Soviet claims that they were defensive, by stressing the enormous retaliatory power of the United States, as Gilpatric had the previous year, the Kennedy administration might have found the rest of the world impressed again by American confidence. It might be argued that the only grave threat posed by the discovery of the missiles was to the political future of the Kennedy administration; that Kennedy’s greatest fear was that the Republican opposition would use the missiles, the existence of which the administration had consistently denied, to ride the Cuban issue to victory in the congressional elections of 1962 and, yet more troubling, in the presidential election of 1964.","['October 1962', 'the previous year', '1962', '1964']",john f. kennedy ’s response missile discover october 1962 bring world step closer disaster unnecessarily mcnamara probably right – strategic parity united state soviet union inevitable gap merely close sooner later soviet missile cuba strategically tolerable treat discovery missile event great import accept soviet claim defensive stress enormous retaliatory power united state gilpatric previous year kennedy administration find rest world impressed confidence argue grave threat pose discovery missile political future kennedy administration kennedy ’s great fear republican opposition use missile existence administration consistently deny ride cuban issue victory congressional election 1962 troubling presidential election 1964,95,"[1962, 1962, 1964]",1963,3,1975,2000
1145,"In the months that followed, the missile crisis came to be seen by many analysts as a watershed in Soviet-American relations. Both American and Soviet leaders generally acted with greater prudence and sought détente. Much of the tension drained out of the confrontation in the last year of Kennedy’s life. A Moscow-Washington “hot line” was set up, permitting direct and immediate communication between the leaders. Agreement was reached on a treaty banning atmospheric nuclear testing by the superpowers. These arguably were not major steps, but they reversed the direction of the previous two years, suggesting that the future might well be one of peaceful coexistence instead of inevitable conflict, that the bomb shelters being built across the United States might not be necessary. They were steps toward building the mutual trust that had never been possible in Stalin’s day and that Khrushchev had precluded by his bluster and deceit. Further improvement of relations would depend on the performance of each country, on the respect and confidence that might develop between its leaders. Unanticipated in 1963 was the rapid disappearance of both Kennedy and Khrushchev, the one murdered and the other forcibly retired by his colleagues in the Kremlin.","['the months', 'the last year', 'the previous two years', '’s day', '1963']",month follow missile crisis come see analyst watershed soviet relation soviet leader generally act great prudence seek détente tension drain confrontation year kennedy ’s life moscow washington “ hot line ” set permit direct immediate communication leader agreement reach treaty ban atmospheric nuclear testing superpower arguably major step reverse direction previous year suggest future peaceful coexistence instead inevitable conflict bomb shelter build united state necessary step build mutual trust possible stalin ’s day khrushchev preclude bluster deceit improvement relation depend performance country respect confidence develop leader unanticipated 1963 rapid disappearance kennedy khrushchev murder forcibly retire colleague kremlin,97,[1963],1963,1,1975,2000
1146,"America’s war in Vietnam is the textbook example of great-power arrogance and self-deception, of the abuse and dissipation of wealth and power. Neither American leaders nor American scholars knew or cared much about the people of Vietnam, their history, their culture, their aspirations. Not until the historian Mark Bradley wrote in the late 1990s was the early fascination of Vietnamese intellectuals with American history apparent.1 Vietnam was of no intrinsic importance to the United States. In the years when the French controlled Indochina, they pursued a mercantilist policy, allowing minimal foreign involvement in the region’s economy. American business developed no stake there, and although the area was potentially rich in natural resources, there was nothing there that could not be obtained elsewhere or that the locals could afford to deny to the world market. Similarly, the region was of minimal strategic importance. A case could certainly be made for keeping Cambodia, Laos, and Vietnam from being controlled by a presumed adversary, whether Japan in 1941 or China or the Soviet Union in the context of the Cold War. But, of course, a case for containing the influence of an antagonist could be made for every corner of the earth – and outer space as well. Friendly control of what had once been French Indochina was unquestionably desirable. But if Cambodia, Laos, and Vietnam were all hostile to the United States, the shift in the world balance of power would be imperceptible. No vital American interest would be threatened. Nonetheless, more than fifty thousand Americans gave their lives in a war in Indochina, as did hundreds of thousands of Cambodians, Laotians, and Vietnamese.","['the late 1990s', 'the years', '1941']",america ’s war vietnam textbook example great power arrogance self deception abuse dissipation wealth power leader scholar know care people vietnam history culture aspiration historian mark bradley write late 1990 early fascination vietnamese intellectual history apparent.1 vietnam intrinsic importance united state year french control indochina pursue mercantilist policy allow minimal foreign involvement region ’s economy business develop stake area potentially rich natural resource obtain local afford deny world market similarly region minimal strategic importance case certainly keep cambodia laos vietnam control presume adversary japan 1941 china soviet union context cold war course case contain influence antagonist corner earth – outer space friendly control french indochina unquestionably desirable cambodia laos vietnam hostile united state shift world balance power imperceptible vital interest threaten nonetheless thousand american give life war indochina hundred thousand cambodian laotian vietnamese,133,"[1990, 1941]",1966,2,1975,2000
1147,"When the war ended, the French returned to Indochina in force, determined to reassert their control. French leaders warned Washington that American opposition to French suppression of the Vietnamese independence movement would alienate the French people, strengthen the French Communist party and, conceivably, drive France into the arms of the Soviets. Ho invoked Thomas Jefferson and the Declaration of Independence, but to no avail. He was, after all, a Communist. More to the point, Vietnam was distant and unimportant. France, on the other hand, might well be a major partner in the new world order American leaders envisaged in the late 1940s; French leaders angered by American opposition to the grandiosity of their imperial vision certainly could undermine American plans for Europe. The United States chose to facilitate the return of French power to Southeast Asia, subordinating traditional American antiimperialism to the exigencies of great-power politics. The responsibility of world leadership took precedence over the principles upon which America’s claim to moral superiority had rested.",['the late 1940s'],war end french return indochina force determine reassert control french leader warn washington opposition french suppression vietnamese independence movement alienate french people strengthen french communist party conceivably drive france arm soviet ho invoke thomas jefferson declaration independence avail communist point vietnam distant unimportant france hand major partner new world order leader envisage late 1940 french leader anger opposition grandiosity imperial vision certainly undermine plan europe united state choose facilitate return french power southeast asia subordinate traditional antiimperialism exigency great power politic responsibility world leadership take precedence principle america ’s claim moral superiority rest,93,[1940],1940,1,1950,1950
1148," When the French failed and were forced to come to terms with Ho’s Vietminh in 1954, the United States determined to do the job right itself. (See Chapter 3.) Eisenhower and Dulles imagined that the Vietnamese still perceived the United States as the beacon of democratic revolution, that the United States could intervene in Vietnam untainted by colonialism and provide a rallying point for Vietnamese nationalism, an umbrella under which Vietnamese who wanted independence not only from France but from international communism would flourish. For the moment, the president and the secretary of state were prepared to concede Vietnam above the seventeenth parallel, where the Vietminh had regrouped, to Ho Chi Minh’s Communist regime. They intended, however, to build a separate, non-Communist nation to the south, where the French, whom they quickly pushed aside, and their collaborators had regrouped. The Americans hoped to use the southern state they would create as a magnet to draw the North out of the Communist orbit.
",['1954'],french fail force come term ho ’s vietminh 1954 united state determine job right chapter 3 eisenhower dulle imagine vietnamese perceive united state beacon democratic revolution united state intervene vietnam untainted colonialism provide rallying point vietnamese nationalism umbrella vietnamese want independence france international communism flourish moment president secretary state prepared concede vietnam seventeenth parallel vietminh regroup ho chi minh ’s communist regime intend build separate non communist nation south french quickly push aside collaborator regroup american hop use southern state create magnet draw north communist orbit,86,[1954],1954,1,1975,2000
1149,"Indochina became enormously important to the Eisenhower administration primarily because it was perceived in 1954 as the site of the next round in the battle with the Sino-Soviet bloc. The Communists were seeking to extend their influence everywhere. For the moment they were quiescent in Europe. They lacked a toehold in Africa or the Middle East. They had been checked in Korea, but retained an enormous potential for mischief in East Asia. Chinese support for the Vietminh against the French in 1954, as well as Chinese and Soviet recognition of Ho’s regime in 1950, helped shape the expectations of Eisenhower and his colleagues. They appear to have overlooked Soviet and Chinese indifference to Vietnamese goals at Geneva, Soviet and Chinese pressures on Ho that forced him to concede to the French far more than they had salvaged on the battlefield. Domestic political pressures, from the Republican Right, also informed Eisenhower and Dulles’s conception of the need to draw the line at the seventeenth parallel in Vietnam. Those who had found the Truman administration guilty of losing China did not wish to be charged with losing Indochina.","['1954', '1954', '1950']",indochina enormously important eisenhower administration primarily perceive 1954 site round battle sino soviet bloc communist seek extend influence moment quiescent europe lack toehold africa middle east check korea retain enormous potential mischief east asia chinese support vietminh french 1954 chinese soviet recognition ho ’s regime 1950 help shape expectation eisenhower colleague appear overlook soviet chinese indifference vietnamese goal geneva soviet chinese pressure ho force concede french far salvage battlefield domestic political pressure republican right inform eisenhower dulles ’s conception need draw line seventeenth parallel vietnam find truman administration guilty lose china wish charge lose indochina,95,"[1954, 1954, 1950]",1953,3,1975,2000
1150,"Once Eisenhower had concluded that he had to act in Indochina, he applied his domino theory. Indochina alone may have lacked strategic and economic importance, but if Indochina fell to the Communists, then all of Southeast Asia would follow. Certainly no one would deny the economic and strategic import of all of Southeast Asia, gateway to South Asia and the southwestern Pacific. Laos or Vietnam could each be invested with the value of all of Indochina, Indochina with the value of all of Southeast Asia, Southeast Asia with the value of a large chunk of the globe. Like Truman, Eisenhower seems to have developed his rationale for intervention after he decided to intervene and to have strained to offer something plausible to the American public. In 1956 and 1958 the National Security Council restated the proposition that “the national security of the United States would be endangered by Communist domination of mainland Southeast Asia”; that “the loss to Communist control of any single free country would encourage tendencies toward accommodation by the rest”; that “the loss of the entire area would have a serious adverse impact on the U.S. position elsewhere in the Far East, have severe economic consequences for many nations of the free world ... and could result in severe economic and political pressures on Japan and India for accommodation to the Communist bloc.”3","['1956', '1958']",eisenhower conclude act indochina apply domino theory indochina lack strategic economic importance indochina fall communist southeast asia follow certainly deny economic strategic import southeast asia gateway south asia southwestern pacific laos vietnam invest value indochina indochina value southeast asia southeast asia value large chunk globe like truman eisenhower develop rationale intervention decide intervene strain offer plausible public 1956 1958 national security council restate proposition national security united state endanger communist domination mainland southeast asia ” “ loss communist control single free country encourage tendency accommodation rest ” “ loss entire area adverse impact u.s position far east severe economic consequence nation free world ... result severe economic political pressure japan india accommodation communist bloc.”3,114,"[1956, 1958]",1957,2,1975,2000
1151,"The Ngo Dinh Diem regime, created by the Eisenhower administration, proved to be an imperfect instrument for achieving American ends. Diem, the prime minister, was suitably anti-Communist but failed to become the popular leader who would draw the Vietnamese people away from Ho Chi Minh. The elections mandated by the Geneva accords for 1956 had to be avoided because of American intelligence estimates that Ho would win 80 percent of the votes. The principle of support for free elections lost its attractiveness in Washington when the victor was likely to be a Communist.",['1956'],ngo dinh diem regime create eisenhower administration prove imperfect instrument achieve end diem prime minister suitably anti communist fail popular leader draw vietnamese people away ho chi minh election mandate geneva accord 1956 avoid intelligence estimate ho win 80 percent vote principle support free election lose attractiveness washington victor likely communist,51,[1956],1956,1,1975,2000
1152,"John F. Kennedy had visited Vietnam in 1954 and come away with views not significantly different from those of Eisenhower and Dulles: Indochina had to be denied to the Communists; American antiimperialists could succeed where French imperialists had failed; a viable non-Communist nationalist regime could be created with support from the United States. Warned by Eisenhower of the crisis in Indochina, Kennedy, as president, was determined to stop the erosion of the American position there.",['1954'],john f. kennedy visit vietnam 1954 come away view significantly different eisenhower dulle indochina deny communist antiimperialist succeed french imperialist fail viable non communist nationalist regime create support united state warn eisenhower crisis indochina kennedy president determine stop erosion position,40,[1954],1954,1,1975,2000
1153,"Kennedy’s first emergency in Indochina came in Laos, where Eisenhower’s attempts to create a pro-Western, anti-Communist regime had proven counterproductive. American subversion of the Geneva agreements in support of a right-wing general had triggered an increase in aid to the Communist Pathet Lao from Ho’s regime in Hanoi and a deeper Soviet involvement in Laos. In January 1961, Washington’s man in Laos was on the ropes. Kennedy’s advisers concluded that victory for pro-Western forces was improbable, and that the United States would be fortunate if it could induce the other side to accept a return to a neutral Laos. A major military intervention by the United States was rejected by the president when the Joint Chiefs, disinclined to fight another limited war, demanded freedom to use nuclear weapons and to attack China. Instead, Kennedy ordered the carrier U.S.S. Midway to the Gulf of Siam, sent a Marine detachment to Thailand, put forces on Okinawa on alert, signaling to the Soviets the apparent willingness of the United States to fight rather than allow the Communists to take over Laos.4",['January 1961'],kennedy ’s emergency indochina come laos eisenhower ’s attempt create pro western anti communist regime prove counterproductive subversion geneva agreement support right wing general trigger increase aid communist pathet lao ho ’s regime hanoi deep soviet involvement laos january 1961 washington ’s man laos rope kennedy ’s adviser conclude victory pro western force improbable united state fortunate induce accept return neutral laos major military intervention united state reject president joint chief disinclined fight limit war demand freedom use nuclear weapon attack china instead kennedy order carrier u.s. midway gulf siam send marine detachment thailand force okinawa alert signal soviet apparent willingness united state fight allow communist laos.4,107,[1961],1961,1,1975,2000
1154,"American actions may have frightened their allies as much as they did the Soviets. British prime minister Harold Macmillan thought the issue could be resolved without war “if the Americans do not suddenly run amok.”5 Khrushchev recognized the risk, did not consider total control of Laos worth what it might cost to overcome a major American escalation, and indicated a willingness to negotiate. A cease-fire was arranged in May 1962 and negotiations began shortly thereafter. A Soviet-American agreement on a neutral Laos was reached fourteen months later.","['May 1962', 'fourteen months later']",action frighten ally soviet british prime minister harold macmillan think issue resolve war “ american suddenly run amok.”5 khrushchev recognize risk consider total control laos worth cost overcome major escalation indicate willingness negotiate cease fire arrange 1962 negotiation begin shortly soviet agreement neutral laos reach fourteen month later,48,[1962],1962,1,1975,2000
1155,"Kennedy’s willingness to compromise over Laos did not extend to Vietnam. Throughout the early discussions within the administration of appropriate responses to the crisis in Indochina, the president and his advisers indicated a determination to take their stand in Vietnam. The situation there was retrievable; the Vietnamese protégés of the United States would fight. Initially, Kennedy’s principal concerns were standing up to Khrushchev and preventing a domestic political disaster. He had been deeply troubled by Khrushchev’s strident advocacy of wars of national liberation before and during their meeting in Vienna in June 1961. Subsequently, as the reality of the Sino-Soviet split penetrated their consciousness, he and his advisers were more likely to see the Chinese, working through the Vietnamese Communists, as the evil demons responsible for their distress in Southeast Asia. But no matter whether the initiative came from Moscow, Beijing, or Hanoi, Kennedy was profoundly fearful of being labeled “soft on communism” if he could not prevent a Communist sweep through Indochina. The Republicans had capitalized on the “loss” of China in 1949, and McCarthyism remained a force in the society. Should the Communists prevail in Vietnam, Kennedy’s chances of reelection in 1964 would be slight, the Democratic party would be devastated again, and the forces of reaction would erase the gains of Roosevelt’s New Deal, Truman’s Fair Deal, and whatever he hoped to achieve with his own New Frontier program. Success in Vietnam would teach Khrushchev that the indirect aggression constituted by wars of national liberation did not pay, might erase the embarrassment of failure at the Bay of Pigs, and provide the margin necessary to assure Kennedy of a second term.","['June 1961', '1949', '1964']",kennedy ’s willingness compromise laos extend vietnam early discussion administration appropriate response crisis indochina president adviser indicate determination stand vietnam situation retrievable vietnamese protégé united state fight initially kennedy ’s principal concern stand khrushchev prevent domestic political disaster deeply trouble khrushchev ’s strident advocacy war national liberation meeting vienna june 1961 subsequently reality sino soviet split penetrate consciousness adviser likely chinese work vietnamese communist evil demon responsible distress southeast asia matter initiative come moscow beijing hanoi kennedy profoundly fearful label “ soft communism ” prevent communist sweep indochina republicans capitalize “ loss ” china 1949 mccarthyism remain force society communist prevail vietnam kennedy ’s chance reelection 1964 slight democratic party devastate force reaction erase gain roosevelt ’s new deal truman ’s fair deal hop achieve new frontier program success vietnam teach khrushchev indirect aggression constitute war national liberation pay erase embarrassment failure bay pig provide margin necessary assure kennedy second term,151,"[1961, 1949, 1964]",1958,3,1975,2000
1156,"The Joint Chiefs were less enamored of counterinsurgency operations than were Kennedy, Taylor, and Rostow. The military leaders pressed for sending regular U.S. army combat forces to Vietnam to warn off Hanoi and Beijing. Diem, fearful of losing control of his country to the Americans, apprehensive about being perceived by his people as an American puppet, indicated that American combat troops were not needed. In October 1961, as insurgent successes became more threatening, Kennedy sent Taylor and Rostow to Vietnam to determine whether American troops were necessary. The Taylor-Rostow report, which might have been expected to call for intensifying the counterinsurgency effort, called instead for the introduction of combat forces in the guise of a flood relief team. Kennedy continued to temporize: He did not want to send American troops to take over the war in Vietnam, he did not want to negotiate with the insurgents – and he did not want to risk a Communist victory over Diem.",['October 1961'],joint chief enamored counterinsurgency operation kennedy taylor rostow military leader press send regular u.s army combat force vietnam warn hanoi beijing diem fearful lose control country american apprehensive perceive people puppet indicate combat troop need october 1961 insurgent success threatening kennedy send taylor rostow vietnam determine troop necessary taylor rostow report expect intensify counterinsurgency effort call instead introduction combat force guise flood relief team kennedy continue temporize want send troop war vietnam want negotiate insurgent – want risk communist victory diem,81,[1961],1961,1,1975,2000
1157,"In response to his perception of the irreducible needs of the Diem regime, Kennedy decided to send American “support” units to Vietnam. These forces dribbled over by the hundreds and then by the thousands. By the end of 1961 there were more than 2,000 American soldiers in Vietnam, roughly three times the number allowed by the Geneva agreements. There were more than 11,000 by the end of 1962, more than 16,000 when Kennedy died in 1963. These support units quickly engaged in combat operations, accompanying Vietnamese pilots on missions, flying the helicopters that carried Diem’s troops into battle, killing insurgents as necessary in “self-defense.” Despite Diem’s opposition and Kennedy’s reluctance, the United States had taken an important step toward Americanization of the war.","['the end of 1961', 'the end of 1962', '1963']","response perception irreducible need diem regime kennedy decide send “ support ” unit vietnam force dribble hundred thousand end 1961 2,000 soldier vietnam roughly time number allow geneva agreement 11,000 end 1962 16,000 kennedy die 1963 support unit quickly engage combat operation accompany vietnamese pilot mission fly helicopter carry diem ’s troop battle kill insurgent necessary “ self defense ” despite diem ’s opposition kennedy ’s reluctance united state take important step americanization war",74,"[1961, 1962, 1963]",1962,3,1975,2000
1158,"Throughout 1962, Kennedy was told by his aides that American policy was working, that the insurgents had lost their momentum, that the strategic-hamlet program was succeeding. The American military advisory group in Vietnam began drafting plans to reduce American forces present. The president, pleased with the results of the Cuban missile crisis, pleased with the official reports from Vietnam, reached a new peak of self-satisfaction. He was irritated increasingly, however, by press accounts that suggested the battle in Vietnam was going less well, that the Diem regime was repressive and corrupt, that reports of its strategic successes were exaggerated. Imperiously, the president demanded that the New York Times recall its correspondent. He failed in that endeavor but more easily intimidated the television networks.8",['1962'],1962 kennedy tell aide policy work insurgent lose momentum strategic hamlet program succeed military advisory group vietnam begin draft plan reduce force present president pleased result cuban missile crisis pleased official report vietnam reach new peak self satisfaction irritated increasingly press account suggest battle vietnam go diem regime repressive corrupt report strategic success exaggerate imperiously president demand new york time recall correspondent fail endeavor easily intimidate television networks.8,68,[1962],1962,1,1975,2000
1159,"By January 1963, Kennedy was receiving other indications that all was not well in Vietnam. His friend Senator Mike Mansfield (D.-Mont.) went out to the field at the president’s request and confirmed the negative reports of the journalists. Mansfield warned that the Diem regime was less stable and less popular in 1962 than it had been in 1955. The battle against the insurgents was in the process of becoming an American war likely to cost the United States far more in lives and dollars than control of Vietnam was worth to the United States. In mid-January, Diem’s troops, supported by U.S. planes and helicopters, were battered by a numerically inferior Viet Cong force they had surrounded in the Mekong Delta near Saigon. The Viet Cong, learning to cope with modern military technology, shot down five American helicopters and damaged nine others. But the American military advisory group in Vietnam remained optimistic, and the president clearly preferred to hear that his policy was working.","['January 1963', '1962', '1955', 'mid-January']",january 1963 kennedy receive indication vietnam friend senator mike mansfield d .- mont go field president ’s request confirm negative report journalist mansfield warn diem regime stable popular 1962 1955 battle insurgent process war likely cost united state far life dollar control vietnam worth united state mid january diem ’s troop support u.s plane helicopter batter numerically inferior viet cong force surround mekong delta near saigon viet cong learn cope modern military technology shoot helicopter damage military advisory group vietnam remain optimistic president clearly prefer hear policy work,88,"[1963, 1962, 1955]",1960,3,1975,2000
1160,"A CIA estimate of mid-April 1963 offered fewer grounds for confidence in the administration’s course. Although the analysts argued that the Viet Cong drive had been blunted, the enemy had not been crushed by American “involvement.” If aid from Hanoi remained minimal, the Viet Cong could probably be contained, but the situation remained “fragile.” The CIA was skeptical about the likelihood of Diem’s carrying out the reforms necessary to convert the military successes of the moment to “lasting political stability.”9",['mid-April 1963'],cia estimate mid april 1963 offer few ground confidence administration ’s course analyst argue viet cong drive blunt enemy crush “ involvement ” aid hanoi remain minimal viet cong probably contain situation remain “ fragile ” cia skeptical likelihood diem ’s carry reform necessary convert military success moment “ last political stability.”9,52,[1963],1963,1,1975,2000
1161,"The fragile situation shattered in June 1963. In the years that followed, not even hundreds of thousands of American troops could put the Saigon regime back together again. Largely owing to the activities of his brother, Ngo Dinh Nhu, Diem’s administration had become increasingly repressive in the early 1960s. In May there had been trouble with Buddhists in the city of Hue. Government forces fired on a demonstration, killing several participants. Protests spread through the coastal cities, and Americans in Vietnam feared the impact on the struggle against the Viet Cong. They urged Diem to be conciliatory. Nhu urged him to crush the Buddhists. On June 11, a Buddhist priest seated himself crosslegged in a major Saigon intersection, other priests poured gasoline over him, and he set himself afire – an incredible scene that horrified Americans and people all over the world who watched it soon afterward on television.","['June 1963', 'the years', 'the early 1960s', 'May', 'June 11']",fragile situation shatter june 1963 year follow hundred thousand troop saigon regime largely owe activity brother ngo dinh nhu diem ’s administration increasingly repressive early 1960 trouble buddhist city hue government force fire demonstration kill participant protest spread coastal city american vietnam fear impact struggle viet cong urge diem conciliatory nhu urge crush buddhist june 11 buddhist priest seat crosslegg major saigon intersection priest pour gasoline set afire – incredible scene horrify american people world watch soon afterward television,79,"[1963, 1960]",1962,2,1975,2000
1162,"The United States, a nation whose people had long prided themselves on their adherence to the principles of nonintervention and antiimperialism, had arrogated to itself the archetypal privileges of imperial power. Out of the southern portion of Vietnam it attempted to build a nation: Southern Vietnam became “South Vietnam.” It designated the leaders of that “nation,” funded their programs, armed their troops, and had them removed when they did not meet American standards of performance. All this was done in accordance with what was perceived to be in the national interest of the United States. The best interests of the people of Vietnam were determined by men in Washington. By preventing the elections scheduled for 1956, the American government consciously denied the Vietnamese their only chance to express their preferences peacefully. By introducing American military power into Vietnam, the United States attempted to deny the Vietnamese the right to overthrow a government they had come to despise. The result was to bring extraordinary misery to the Vietnamese, to come close to destroying their country in order to save it from communism.",['1956'],united state nation people long pride adherence principle nonintervention antiimperialism arrogate archetypal privilege imperial power southern portion vietnam attempt build nation southern vietnam “ south vietnam ” designate leader “ nation ” fund program arm troop remove meet standard performance accordance perceive national interest united state good interest people vietnam determine man washington prevent election schedule 1956 government consciously deny vietnamese chance express preference peacefully introduce military power vietnam united state attempt deny vietnamese right overthrow government come despise result bring extraordinary misery vietnamese come close destroy country order save communism,91,[1956],1956,1,1975,2000
1163,"Dwight Eisenhower eagerly seized imperial responsibility in 1955 and warned John Kennedy against “losing” Southeast Asia. Kennedy’s narrow margin of victory in the election of 1960, his fear of appearing weak, and his own intense anticommunism precluded the alternative of leaving the future of Vietnam to be determined by the Vietnamese. It was Kennedy who began the Americanization of the war, who increased the 600 American military advisers Eisenhower had sent to more than 16,000 – and Kennedy’s men in Vietnam were not merely advising. His death, only a few weeks after that of Diem, left a perilous situation in the hands of Lyndon Johnson.","['1955', 'the election of 1960', '16,000 –', 'only a few weeks']","dwight eisenhower eagerly seize imperial responsibility 1955 warn john kennedy “ lose ” southeast asia kennedy ’s narrow margin victory election 1960 fear appear weak intense anticommunism preclude alternative leave future vietnam determine vietnamese kennedy begin americanization war increase 600 military adviser eisenhower send 16,000 – kennedy ’s man vietnam merely advise death week diem leave perilous situation hand lyndon johnson",61,"[1955, 1960]",1958,2,1975,2000
1164,"A relatively popular general, Duong Van Minh, headed the junta that replaced Diem’s regime. In the closing weeks of 1963, the level of violence in Vietnam declined. The NLF and its allies in Hanoi were eager to explore the possibility of a negotiated peace with Minh, who had a brother active in the NLF. Minh and several of his colleagues were interested, desirous of ending the suffering of their people. They were not willing to turn southern Vietnam over to the North, where Ho and his comrades had demonstrated their ruthlessness, or to accept Communist control, but they were less anti-Communist than Diem and Nhu had been. They could conceive of sharing power with the NLF, of a neutral southern Vietnam free of foreign soldiers, troops from the North, and of the war that had racked their country since 1946. The twin desires for peace and freedom from foreign domination ran fast and deep through Vietnamese society.11","['the closing weeks of 1963', '1946']",relatively popular general duong van minh head junta replace diem ’s regime closing week 1963 level violence vietnam decline nlf ally hanoi eager explore possibility negotiate peace minh brother active nlf minh colleague interested desirous end suffering people willing turn southern vietnam north ho comrade demonstrate ruthlessness accept communist control anti communist diem nhu conceive share power nlf neutral southern vietnam free foreign soldier troop north war rack country 1946 twin desire peace freedom foreign domination run fast deep vietnamese society.11,81,"[1963, 1946]",1954,2,1975,2000
1165,"Relative quiet in Vietnam suited Lyndon Johnson just fine. Asked by the advisers he inherited from Kennedy what he wanted to do about Vietnam, he told them he wanted it put aside for the moment. He did not want an escalation of the American role; he did not want a wider war. His principal concern in late 1963, early 1964 was the presidential election scheduled for 1964. Nothing would be allowed to interfere with his campaign to be elected in his own right. Toward that end, he wanted to concentrate on his domestic programs, on building the Great Society in America. That was where his vision lay; that was where the votes could be found.","['late 1963', 'early 1964', '1964']",relative quiet vietnam suit lyndon johnson fine ask adviser inherit kennedy want vietnam tell want aside moment want escalation role want wide war principal concern late 1963 early 1964 presidential election schedule 1964 allow interfere campaign elect right end want concentrate domestic program build great society america vision lie vote find,51,"[1963, 1964, 1964]",1964,3,1975,2000
1166,"Johnson did not want any major initiatives in Vietnam before November 1964, but he could hardly accept the loss of Vietnam during the campaign. It became increasingly clear that the major danger to his election came from the Right, from people such as Senator Barry Goldwater (R.-Ariz.), who were demanding more vigorous prosecution of the war, who were probably aware of the Pentagon’s desire to bomb northern Vietnam. Johnson chose to pose as the peace candidate, the man who would prevent extremists like Goldwater from widening the war and costing the United States tens of thousands, perhaps millions of casualties. But as the collapse of the Saigon regime loomed, the need for American boys to go over there and do the job right, for the full force of American power to be brought to bear on the North, became harder to deny.",['November 1964'],johnson want major initiative vietnam november 1964 hardly accept loss vietnam campaign increasingly clear major danger election come right people senator barry goldwater r .- ariz demand vigorous prosecution war probably aware pentagon ’s desire bomb northern vietnam johnson choose pose peace candidate man prevent extremist like goldwater widen war cost united state ten thousand million casualty collapse saigon regime loom need boy job right force power bring bear north hard deny,72,[1964],1964,1,1975,2000
1167,"Pressure to attack the North mounted through early 1964. Some of the president’s aides thought an attack on the North would demonstrate American resolve; others thought it would bolster Khanh; the Joint Chiefs wanted to provoke Hanoi into acts that would justify systematic bombing; Ambassador Lodge thought nuclear weapons might be necessary. In May, Johnson’s advisers agreed to an eventual program of using selected and gradual force against the North. The principal barrier to an immediate attack was the president’s perception of his domestic political needs. When that perception changed briefly in August and disappeared in November, no one could restrain the application of America’s great power against the Hanoi regime.","['early 1964', 'May', 'August', 'November']",pressure attack north mount early 1964 president ’s aide think attack north demonstrate resolve think bolster khanh joint chief want provoke hanoi act justify systematic bombing ambassador lodge think nuclear weapon necessary johnson ’s adviser agree eventual program select gradual force north principal barrier immediate attack president ’s perception domestic political need perception change briefly august disappear november restrain application america ’s great power hanoi regime,66,[1964],1964,1,1975,2000
1168,"On August 2, 1964, an American destroyer was attacked by North Vietnamese torpedo boats while patrolling in the Gulf of Tonkin, off the coast of North Vietnam. American analysts suggested the assault was the result of an assumption by North Vietnamese leaders that the ship was involved in clandestine operations such as the South Vietnamese had just completed in the area. The ship was ordered to return to the same area, accompanied by a second U.S. warship, to demonstrate American resolve. On August 4, the North Vietnamese allegedly launched a second attack. The incident came at night, and there was uncertainty about whether it had occurred, but naval authorities assured the president that it had. Almost reflexively, Johnson ordered reprisals against what he called aggression on the high seas. It was an extraordinary opportunity to demonstrate American power and determination, to demonstrate North Vietnamese vulnerability, and to undercut Goldwater’s criticism. The peace candidate would leave no doubt that he would respond fiercely to provocation.","['August 2, 1964', 'August 4']",august 2 1964 destroyer attack north vietnamese torpedo boat patrol gulf tonkin coast north vietnam analyst suggest assault result assumption north vietnamese leader ship involve clandestine operation south vietnamese complete area ship order return area accompany second u.s warship demonstrate resolve august 4 north vietnamese allegedly launch second attack incident come night uncertainty occur naval authority assure president reflexively johnson order reprisal call aggression high sea extraordinary opportunity demonstrate power determination demonstrate north vietnamese vulnerability undercut goldwater ’s criticism peace candidate leave doubt respond fiercely provocation,86,[1964],1964,1,1975,2000
